NACA 0064
     1.000000    0.006720
     0.973780    0.026028
     0.935495    0.053144
     0.897474    0.078887
     0.859371    0.103566
     0.821211    0.127210
     0.783216    0.149714
     0.745711    0.170925
     0.709055    0.190680
     0.673587    0.208850
     0.639587    0.225358
     0.607247    0.240181
     0.576674    0.253354
     0.547893    0.264951
     0.520871    0.275074
     0.495528    0.283842
     0.471759    0.291374
     0.449447    0.297790
     0.428469    0.303200
     0.408707    0.307703
     0.390049    0.311389
     0.372389    0.314337
     0.355635    0.316613
     0.339700    0.318279
     0.324508    0.319383
     0.309992    0.319969
     0.296092    0.320075
     0.282753    0.319732
     0.269931    0.318966
     0.257582    0.317801
     0.245672    0.316255
     0.234167    0.314345
     0.223040    0.312085
     0.212266    0.309486
     0.201823    0.306557
     0.191693    0.303307
     0.181859    0.299741
     0.172307    0.295866
     0.163025    0.291686
     0.154001    0.287203
     0.145228    0.282420
     0.136697    0.277339
     0.128403    0.271961
     0.120340    0.266286
     0.112505    0.260314
     0.104896    0.254045
     0.097510    0.247478
     0.090347    0.240611
     0.083408    0.233442
     0.076694    0.225971
     0.070207    0.218193
     0.063951    0.210107
     0.057930    0.201711
     0.052148    0.193000
     0.046612    0.183973
     0.041330    0.174626
     0.036308    0.164955
     0.031556    0.154957
     0.027084    0.144628
     0.022901    0.133964
     0.019021    0.122961
     0.015454    0.111613
     0.012216    0.099915
     0.009319    0.087860
     0.006779    0.075439
     0.004613    0.062642
     0.002838    0.049459
     0.001473    0.035873
     0.000540    0.021870
     0.000061    0.007418
     0.000061   -0.007419
     0.000541   -0.021870
     0.001474   -0.035874
     0.002838   -0.049459
     0.004613   -0.062643
     0.006779   -0.075439
     0.009319   -0.087860
     0.012216   -0.099916
     0.015455   -0.111614
     0.019021   -0.122962
     0.022901   -0.133965
     0.027084   -0.144628
     0.031556   -0.154957
     0.036308   -0.164955
     0.041330   -0.174626
     0.046613   -0.183974
     0.052148   -0.193001
     0.057930   -0.201711
     0.063951   -0.210108
     0.070208   -0.218193
     0.076694   -0.225971
     0.083409   -0.233443
     0.090348   -0.240611
     0.097510   -0.247478
     0.104896   -0.254045
     0.112505   -0.260314
     0.120340   -0.266286
     0.128403   -0.271961
     0.136697   -0.277339
     0.145228   -0.282420
     0.154001   -0.287203
     0.163025   -0.291686
     0.172307   -0.295866
     0.181860   -0.299741
     0.191694   -0.303307
     0.201824   -0.306557
     0.212266   -0.309486
     0.223040   -0.312085
     0.234167   -0.314345
     0.245672   -0.316255
     0.257583   -0.317801
     0.269931   -0.318966
     0.282754   -0.319732
     0.296092   -0.320075
     0.309992   -0.319969
     0.324509   -0.319383
     0.339700   -0.318279
     0.355635   -0.316613
     0.372390   -0.314336
     0.390049   -0.311389
     0.408708   -0.307703
     0.428470   -0.303200
     0.449447   -0.297790
     0.471760   -0.291374
     0.495528   -0.283841
     0.520872   -0.275074
     0.547894   -0.264950
     0.576674   -0.253354
     0.607248   -0.240181
     0.639587   -0.225357
     0.673588   -0.208850
     0.709055   -0.190679
     0.745711   -0.170924
     0.783217   -0.149714
     0.821211   -0.127209
     0.859371   -0.103566
     0.897474   -0.078886
     0.935495   -0.053144
     0.973780   -0.026028
     1.000000   -0.006720
