NACA 3206
     1.000000    0.000630
     0.993317    0.001596
     0.979168    0.003615
     0.963696    0.005782
     0.948113    0.007923
     0.932517    0.010023
     0.916914    0.012083
     0.901305    0.014103
     0.885690    0.016083
     0.870070    0.018023
     0.854444    0.019925
     0.838813    0.021787
     0.823177    0.023610
     0.807537    0.025395
     0.791892    0.027140
     0.776243    0.028847
     0.760589    0.030516
     0.744932    0.032145
     0.729271    0.033735
     0.713607    0.035286
     0.697939    0.036797
     0.682269    0.038269
     0.666595    0.039700
     0.650919    0.041090
     0.635240    0.042439
     0.619559    0.043746
     0.603876    0.045011
     0.588191    0.046232
     0.572505    0.047410
     0.556817    0.048542
     0.541128    0.049629
     0.525438    0.050668
     0.509747    0.051660
     0.494056    0.052603
     0.478365    0.053494
     0.462674    0.054334
     0.446983    0.055121
     0.431293    0.055853
     0.415605    0.056527
     0.399918    0.057143
     0.384234    0.057698
     0.368552    0.058191
     0.352873    0.058617
     0.337199    0.058976
     0.321529    0.059265
     0.305865    0.059479
     0.290208    0.059617
     0.274558    0.059673
     0.258917    0.059645
     0.243288    0.059527
     0.227673    0.059315
     0.212075    0.059003
     0.196680    0.058576
     0.181776    0.057849
     0.166925    0.056695
     0.152142    0.055116
     0.137428    0.053107
     0.122801    0.050662
     0.108284    0.047775
     0.093901    0.044440
     0.079686    0.040647
     0.065690    0.036385
     0.051987    0.031639
     0.038721    0.026402
     0.026228    0.020715
     0.015512    0.014955
     0.008197    0.010156
     0.004068    0.006734
     0.001756    0.004190
     0.000490    0.002101
     0.000009    0.000279
     0.000289   -0.001415
     0.001535   -0.002973
     0.003752   -0.004198
     0.007186   -0.005156
     0.012799   -0.005859
     0.022287   -0.006090
     0.035637   -0.005599
     0.050656   -0.004600
     0.066227   -0.003401
     0.081872   -0.002195
     0.097406   -0.001086
     0.112857   -0.000126
     0.128252    0.000652
     0.143609    0.001225
     0.158938    0.001575
     0.174241    0.001688
     0.189516    0.001554
     0.204994    0.001174
     0.220676    0.000772
     0.236382    0.000431
     0.252098    0.000141
     0.267828   -0.000103
     0.283569   -0.000305
     0.299319   -0.000471
     0.315077   -0.000604
     0.330842   -0.000707
     0.346614   -0.000784
     0.362392   -0.000838
     0.378175   -0.000872
     0.393964   -0.000888
     0.409757   -0.000889
     0.425555   -0.000875
     0.441356   -0.000851
     0.457162   -0.000817
     0.472970   -0.000775
     0.488782   -0.000726
     0.504597   -0.000673
     0.520414   -0.000616
     0.536234   -0.000557
     0.552055   -0.000496
     0.567877   -0.000436
     0.583698   -0.000376
     0.599517   -0.000319
     0.615334   -0.000263
     0.631150   -0.000211
     0.646964   -0.000163
     0.662778   -0.000120
     0.678590   -0.000081
     0.694402   -0.000049
     0.710213   -0.000021
     0.726023   -0.000001
     0.741833    0.000014
     0.757642    0.000022
     0.773451    0.000023
     0.789261    0.000017
     0.805070    0.000005
     0.820879   -0.000015
     0.836689   -0.000041
     0.852499   -0.000073
     0.868310   -0.000112
     0.884121   -0.000157
     0.899933   -0.000207
     0.915745   -0.000263
     0.931559   -0.000324
     0.947373   -0.000389
     0.963182   -0.000458
     0.978884   -0.000530
     0.993239   -0.000597
     1.000000   -0.000630
