NACA 1111
     1.000000    0.001155
     0.993042    0.002200
     0.980369    0.004081
     0.965224    0.006292
     0.948402    0.008700
     0.930720    0.011181
     0.912666    0.013661
     0.894460    0.016109
     0.876190    0.018513
     0.857889    0.020870
     0.839571    0.023179
     0.821241    0.025439
     0.802903    0.027650
     0.784557    0.029813
     0.766206    0.031927
     0.747851    0.033993
     0.729492    0.036009
     0.711133    0.037974
     0.692772    0.039889
     0.674413    0.041752
     0.656056    0.043561
     0.637703    0.045316
     0.619355    0.047015
     0.601014    0.048656
     0.582680    0.050236
     0.564356    0.051753
     0.546043    0.053205
     0.527744    0.054590
     0.509459    0.055903
     0.491190    0.057141
     0.472941    0.058301
     0.454712    0.059379
     0.436507    0.060371
     0.418328    0.061271
     0.400178    0.062076
     0.382061    0.062779
     0.363979    0.063374
     0.345939    0.063856
     0.327943    0.064217
     0.309998    0.064450
     0.292111    0.064548
     0.274290    0.064501
     0.256542    0.064299
     0.238881    0.063933
     0.221321    0.063391
     0.203880    0.062661
     0.186584    0.061729
     0.169470    0.060581
     0.152598    0.059202
     0.136066    0.057584
     0.120048    0.055726
     0.104837    0.053656
     0.090857    0.051360
     0.078002    0.048612
     0.066118    0.045458
     0.055298    0.042004
     0.045683    0.038397
     0.037357    0.034787
     0.030296    0.031291
     0.024383    0.027978
     0.019455    0.024869
     0.015348    0.021955
     0.011918    0.019215
     0.009051    0.016621
     0.006661    0.014145
     0.004685    0.011764
     0.003082    0.009456
     0.001824    0.007209
     0.000900    0.005016
     0.000302    0.002875
     0.000025    0.000819
     0.000053   -0.001172
     0.000414   -0.003209
     0.001161   -0.005253
     0.002318   -0.007242
     0.003883   -0.009142
     0.005845   -0.010938
     0.008207   -0.012638
     0.010996   -0.014260
     0.014266   -0.015827
     0.018112   -0.017364
     0.022673   -0.018899
     0.028157   -0.020461
     0.034857   -0.022087
     0.043163   -0.023817
     0.053519   -0.025698
     0.066242   -0.027773
     0.081164   -0.030059
     0.097323   -0.032515
     0.113656   -0.034900
     0.130160   -0.036957
     0.146900   -0.038731
     0.163870   -0.040252
     0.181042   -0.041545
     0.198388   -0.042628
     0.215880   -0.043516
     0.233496   -0.044227
     0.251219   -0.044772
     0.269033   -0.045163
     0.286927   -0.045412
     0.304890   -0.045529
     0.322916   -0.045522
     0.340996   -0.045401
     0.359125   -0.045173
     0.377298   -0.044845
     0.395510   -0.044423
     0.413759   -0.043914
     0.432039   -0.043323
     0.450349   -0.042656
     0.468685   -0.041917
     0.487045   -0.041110
     0.505427   -0.040241
     0.523829   -0.039312
     0.542249   -0.038327
     0.560684   -0.037290
     0.579133   -0.036203
     0.597595   -0.035068
     0.616068   -0.033889
     0.634550   -0.032668
     0.653040   -0.031406
     0.671537   -0.030104
     0.690038   -0.028766
     0.708544   -0.027391
     0.727052   -0.025981
     0.745562   -0.024537
     0.764071   -0.023059
     0.782579   -0.021548
     0.801084   -0.020003
     0.819586   -0.018426
     0.838081   -0.016815
     0.856568   -0.015172
     0.875041   -0.013495
     0.893486   -0.011785
     0.911869   -0.010044
     0.930103   -0.008281
     0.947963   -0.006517
     0.964950   -0.004804
     0.980232   -0.003232
     0.993000   -0.001896
     1.000000   -0.001155
