5020,91
5710,120
6350,152
6780,166
7380,187
7560,226
7620,202
7770,223
8140,243
8300,234
8430,284
8520,260
8580,276
8920,286
9260,321
9300,312
9330,320
9840,354
10170,395
10170,380
10400,405
10940,444
10950,450
10990,452
11420,494
11930,556
12070,572
12490,597
12730,624
13650,760
