2250,142
2550,180
2730,210
2850,226
3090,270
3150,280
3390,316
3420,328
3450,332
3720,404
3780,414
3780,455
3870,453
4110,480
4200,562
4230,543
4410,562
4430,645
4560,620
4650,680
4800,745
5100,820
