-4.43 0.251 0.0597
-2.88 0.432 0.0464
-1.29 0.797 0.0193
0.20 0.948 0.0205
1.76 1.099 0.0216
3.32 1.245 0.0219
4.85 1.378 0.0222
7.22 1.579 0.0256
7.90 1.633 0.0267
9.32 1.742 0.0282
11.00 1.871 0.0296
