-6.84 -0.259 0.0300
-5.34 -0.114 0.0241
-3.82 0.023 0.0187
-2.29 0.133 0.0196
-0.77 0.305 0.0196
0.78 0.474 0.0221
2.38 0.751 0.0260
3.89 0.933 0.0233
5.43 1.051 0.0287
6.95 1.159 0.0324
8.47 1.216 0.0491
