-5.31 -0.153 0.0385
-3.77 -0.033 0.0264
-2.25 0.087 0.0176
-0.73 0.235 0.0174
0.80 0.392 0.0267
2.38 0.589 0.0327
3.92 0.778 0.0285
5.45 0.947 0.0240
6.99 1.077 0.0257
8.49 1.176 0.0287
