  
       XFOIL         Version 6.94
  
 Calculated polar for: AIRFOIL MH 42  8.94 %                           
  
 2 2 Reynolds number ~ 1/sqrt(CL)   Mach number ~ 1/sqrt(CL)  
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.180 e 6     Ncrit =   9.000
  
  alpha     CL        CD       CDp       CM    Top_Xtr Bot_Xtr
 ------- -------- --------- --------- -------- ------- -------
   4.200   0.6414   0.00986   0.00370  -0.0290  0.5383  1.0000
   4.400   0.6617   0.01006   0.00386  -0.0285  0.5231  1.0000
   4.600   0.6821   0.01027   0.00404  -0.0281  0.5075  1.0000
   4.800   0.7023   0.01049   0.00423  -0.0277  0.4903  1.0000
   5.000   0.7223   0.01072   0.00445  -0.0272  0.4707  1.0000
   5.200   0.7418   0.01099   0.00464  -0.0267  0.4482  1.0000
   5.400   0.7611   0.01128   0.00486  -0.0261  0.4196  1.0000
   5.600   0.7798   0.01162   0.00509  -0.0255  0.3871  1.0000
   5.800   0.7982   0.01203   0.00537  -0.0249  0.3532  1.0000
   6.000   0.8166   0.01246   0.00571  -0.0244  0.3222  1.0000
   6.200   0.8345   0.01297   0.00611  -0.0238  0.2878  1.0000
   6.400   0.8518   0.01355   0.00654  -0.0232  0.2485  1.0000
   6.600   0.8685   0.01421   0.00702  -0.0226  0.2099  1.0000
   6.800   0.8850   0.01494   0.00756  -0.0219  0.1704  1.0000
   7.000   0.9003   0.01580   0.00820  -0.0212  0.1299  1.0000
   7.200   0.9126   0.01713   0.00917  -0.0201  0.0748  1.0000
   7.400   0.9241   0.01861   0.01048  -0.0187  0.0501  1.0000
   7.600   0.9351   0.02001   0.01186  -0.0172  0.0437  1.0000
   7.800   0.9497   0.02097   0.01296  -0.0161  0.0410  1.0000
   8.000   0.9636   0.02206   0.01412  -0.0149  0.0389  1.0000
   8.200   0.9774   0.02322   0.01533  -0.0137  0.0374  1.0000
   8.400   0.9915   0.02445   0.01660  -0.0126  0.0363  1.0000
   8.600   1.0056   0.02572   0.01790  -0.0116  0.0347  1.0000
   8.800   1.0191   0.02772   0.01993  -0.0106  0.0328  1.0000
   9.000   1.0343   0.03043   0.02275  -0.0099  0.0320  1.0000
   9.200   1.0498   0.03214   0.02464  -0.0090  0.0317  1.0000
   9.400   1.0641   0.03409   0.02681  -0.0080  0.0314  1.0000
   9.600   1.0765   0.03632   0.02929  -0.0070  0.0312  1.0000
   9.800   1.0866   0.03885   0.03210  -0.0058  0.0312  1.0000
  10.000   1.0936   0.04161   0.03515  -0.0045  0.0312  1.0000
  10.200   1.0973   0.04463   0.03852  -0.0030  0.0313  1.0000
  10.400   1.0985   0.04730   0.04147  -0.0014  0.0312  1.0000
  10.600   1.0981   0.04912   0.04356   0.0003  0.0305  1.0000
  10.800   1.0934   0.05154   0.04624   0.0021  0.0303  1.0000
  11.600   0.9430   0.04998   0.04582   0.0095  0.0300  1.0000
  12.400   0.8612   0.07026   0.06670   0.0023  0.0301  1.0000
  13.200   0.7548   0.09650   0.09348  -0.0145  0.0311  1.0000
