-6.53 -0.363 0.0499
-5.33 -0.277 0.0325
-4.27 -0.203 0.0240
-3.35 -0.139 0.0200
-2.52 -0.086 0.0165
-1.42 -0.009 0.0180
-0.46 0.063 0.0155
0.82 0.196 0.0185
1.69 0.335 0.0196
2.77 0.475 0.0266
3.67 0.563 0.0302
4.68 0.658 0.0293
5.69 0.743 0.0272
6.80 0.836 0.0280
7.74 0.913 0.0315
8.85 0.995 0.0331
9.75 1.050 0.0305
10.80 1.103 0.0352
11.84 1.128 0.0801
