 -3.91  0.075  0.0156
 -2.88  0.196  0.0137
 -1.86  0.290  0.0117
 -0.85  0.383  0.0112
  0.18  0.485  0.0118
  1.20  0.588  0.0121
  2.23  0.684  0.0132
  3.24  0.780  0.0141
  4.27  0.871  0.0166
  5.30  0.963  0.0188
  6.31  1.051  0.0196
  7.32  1.139  0.0201
  8.36  1.218  0.0236
  9.36  1.274  0.0275
 10.37  1.312  0.0319
 11.37  1.305  0.0528
