-3.95 -0.185 0.0194
-2.93 -0.090 0.0153
-1.91 -0.002 0.0133
-0.89 0.092 0.0147
0.13 0.233 0.0149
1.17 0.379 0.0162
2.20 0.539 0.0157
3.23 0.642 0.0140
4.25 0.725 0.0146
5.26 0.800 0.0168
6.27 0.870 0.0212
7.30 0.927 0.0256
8.30 0.980 0.0332
9.31 1.018 0.0416
