 -3.89  0.072  0.0190
 -2.38  0.223  0.0134
 -0.83  0.365  0.0138
  0.71  0.528  0.0157
  2.23  0.683  0.0169
  3.77  0.829  0.0178
  5.29  0.968  0.0194
  6.81  1.093  0.0216
  8.35  1.208  0.0264
  9.86  1.271  0.0320
 11.37  1.284  0.0455
 12.86  1.259  0.0609
