-4.00 -0.190 0.0309
-2.49 -0.055 0.0236
-0.97 0.072 0.0183
0.58 0.238 0.0220
2.13 0.422 0.0241
3.72 0.680 0.0297
5.24 0.857 0.0228
6.73 0.970 0.0224
8.28 1.063 0.0315
9.82 1.136 0.0375
11.33 1.197 0.0573
