-4.17 -0.223 0.0268
-2.88 -0.116 0.0189
-1.35 0.051 0.0153
0.31 0.306 0.0155
1.77 0.494 0.0166
3.27 0.638 0.0165
5.03 0.801 0.0174
6.31 0.921 0.0192
8.10 1.077 0.0255
9.39 1.164 0.0295
11.07 1.245 0.0355
